"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"TRINITY_DN33581_c0_g1_i1",2.091711342,4.500279591,18.33006335,1.86e-05,0.000305188,"T1_vs_CTL","up"
"TRINITY_DN40170_c0_g1_i1",2.05192229,5.798881322,18.29005251,1.9e-05,0.000310318,"T1_vs_CTL","up"
"TRINITY_DN62904_c11_g2_i4",2.09167032,7.896741882,18.28774325,1.9e-05,0.000310318,"T1_vs_CTL","up"
"TRINITY_DN56750_c0_g2_i2",2.836419588,1.011412104,18.27197406,1.92e-05,0.000312187,"T1_vs_CTL","up"
"TRINITY_DN46195_c1_g1_i1",2.07155543,5.217931889,18.2619359,1.93e-05,0.000313531,"T1_vs_CTL","up"
"TRINITY_DN51978_c0_g1_i1",2.296205115,2.649106832,18.2355912,1.95e-05,0.000316728,"T1_vs_CTL","up"
"TRINITY_DN60439_c0_g1_i3",2.068870718,4.848355105,18.23199768,1.96e-05,0.000316956,"T1_vs_CTL","up"
"TRINITY_DN28257_c0_g1_i1",4.981236037,-1.267365933,18.21608332,1.97e-05,0.000319307,"T1_vs_CTL","up"
"TRINITY_DN53957_c0_g1_i1",5.95619518,-1.041370939,18.19701952,1.99e-05,0.000321586,"T1_vs_CTL","up"
"TRINITY_DN61936_c0_g1_i9",4.079883213,-0.602880263,18.19324339,2e-05,0.000321858,"T1_vs_CTL","up"
"TRINITY_DN97763_c0_g1_i1",5.861830249,-0.596562558,18.19173806,2e-05,0.000321858,"T1_vs_CTL","up"
"TRINITY_DN48074_c3_g1_i1",2.138181241,3.998822362,18.17056577,2.02e-05,0.000324831,"T1_vs_CTL","up"
"TRINITY_DN61407_c1_g1_i2",2.782208572,1.306178786,18.1414911,2.05e-05,0.000328566,"T1_vs_CTL","up"
"TRINITY_DN62329_c5_g2_i2",3.393980211,0.322834672,18.12292186,2.07e-05,0.000330836,"T1_vs_CTL","up"
"TRINITY_DN27825_c0_g1_i1",4.252167935,-1.530480134,18.10371566,2.09e-05,0.000333255,"T1_vs_CTL","up"
"TRINITY_DN61978_c0_g1_i1",2.539656298,1.601277422,18.08204201,2.12e-05,0.00033641,"T1_vs_CTL","up"
"TRINITY_DN11554_c0_g1_i1",4.839834317,-0.663818147,18.06488727,2.14e-05,0.000339133,"T1_vs_CTL","up"
"TRINITY_DN50753_c1_g1_i2",2.086523637,8.204092054,18.05139516,2.15e-05,0.000341221,"T1_vs_CTL","up"
"TRINITY_DN58160_c0_g1_i1",2.086616223,4.170216504,18.02729461,2.18e-05,0.00034414,"T1_vs_CTL","up"
"TRINITY_DN112446_c0_g1_i1",3.802266317,-0.622788645,17.98781367,2.22e-05,0.000350018,"T1_vs_CTL","up"
"TRINITY_DN54334_c0_g2_i1",2.112775778,3.906188004,17.9867677,2.22e-05,0.000350018,"T1_vs_CTL","up"
"TRINITY_DN50973_c0_g1_i4",4.9352457,-1.177935654,17.94667391,2.27e-05,0.000357133,"T1_vs_CTL","up"
"TRINITY_DN51059_c0_g1_i1",2.073292892,4.748131739,17.93115359,2.29e-05,0.000359382,"T1_vs_CTL","up"
"TRINITY_DN64310_c1_g1_i2",2.081204852,4.339023141,17.92934236,2.29e-05,0.000359387,"T1_vs_CTL","up"
"TRINITY_DN42580_c0_g1_i2",5.927576704,-1.231291456,17.85222471,2.39e-05,0.000372195,"T1_vs_CTL","up"
"TRINITY_DN123952_c0_g1_i1",5.891497906,-1.037233401,17.85203835,2.39e-05,0.000372195,"T1_vs_CTL","up"
"TRINITY_DN57131_c0_g1_i1",2.022289909,5.84249137,17.83366294,2.41e-05,0.000375457,"T1_vs_CTL","up"
"TRINITY_DN47790_c0_g1_i1",2.389603773,2.309358437,17.82263562,2.42e-05,0.000377288,"T1_vs_CTL","up"
"TRINITY_DN61822_c0_g1_i2",2.326353647,2.42949377,17.795278,2.46e-05,0.000382042,"T1_vs_CTL","up"
"TRINITY_DN60083_c0_g1_i4",2.045802576,7.367728534,17.76664213,2.5e-05,0.000386897,"T1_vs_CTL","up"
"TRINITY_DN50799_c0_g1_i1",2.136224238,3.519535699,17.74108298,2.53e-05,0.000390545,"T1_vs_CTL","up"
"TRINITY_DN57353_c1_g1_i3",4.152393938,-0.534611888,17.73311244,2.54e-05,0.000391824,"T1_vs_CTL","up"
"TRINITY_DN56254_c0_g1_i4",2.079589823,4.249583537,17.72580354,2.55e-05,0.000392609,"T1_vs_CTL","up"
"TRINITY_DN35637_c0_g1_i1",4.910654711,-1.160150882,17.68603936,2.61e-05,0.000400167,"T1_vs_CTL","up"
"TRINITY_DN64353_c1_g2_i6",4.696069237,-0.252431208,17.68405562,2.61e-05,0.000400218,"T1_vs_CTL","up"
"TRINITY_DN64525_c5_g1_i1",2.02140415,5.449281862,17.67079567,2.63e-05,0.000402648,"T1_vs_CTL","up"
"TRINITY_DN35979_c0_g1_i1",3.928264229,-0.711939662,17.65633043,2.65e-05,0.000405351,"T1_vs_CTL","up"
"TRINITY_DN26486_c0_g1_i1",2.304820449,2.617982393,17.63820889,2.67e-05,0.000408857,"T1_vs_CTL","up"
"TRINITY_DN53177_c0_g1_i1",2.031367467,5.776273865,17.61139298,2.71e-05,0.000414285,"T1_vs_CTL","up"
"TRINITY_DN35591_c0_g1_i1",2.810717204,1.088943179,17.58587987,2.75e-05,0.000419497,"T1_vs_CTL","up"
"TRINITY_DN51249_c0_g1_i1",3.719253015,-0.478106559,17.55113638,2.8e-05,0.000426489,"T1_vs_CTL","up"
"TRINITY_DN60837_c0_g2_i1",2.594992995,1.392466853,17.54956811,2.8e-05,0.000426489,"T1_vs_CTL","up"
"TRINITY_DN36888_c0_g1_i1",2.081345673,9.178232246,17.51607028,2.85e-05,0.000432031,"T1_vs_CTL","up"
"TRINITY_DN62583_c4_g2_i4",3.673181767,-0.435553427,17.49685334,2.88e-05,0.00043563,"T1_vs_CTL","up"
"TRINITY_DN63703_c3_g1_i1",5.719694966,-0.470274847,17.4653553,2.93e-05,0.000441312,"T1_vs_CTL","up"
"TRINITY_DN60553_c0_g2_i1",3.721206112,0.42429767,17.44826504,2.95e-05,0.000444497,"T1_vs_CTL","up"
"TRINITY_DN32012_c0_g1_i1",2.006063776,5.380758103,17.4288622,2.98e-05,0.000448653,"T1_vs_CTL","up"
"TRINITY_DN46031_c1_g1_i1",2.109283783,10.60001147,17.4200756,3e-05,0.000450327,"T1_vs_CTL","up"
"TRINITY_DN53761_c0_g1_i1",2.123752581,3.385128254,17.40876181,3.01e-05,0.000452259,"T1_vs_CTL","up"
"TRINITY_DN21954_c0_g1_i1",2.390156064,2.162849681,17.40852906,3.01e-05,0.000452259,"T1_vs_CTL","up"
"TRINITY_DN123421_c0_g1_i1",2.500672413,1.498646327,17.39980542,3.03e-05,0.000453933,"T1_vs_CTL","up"
"TRINITY_DN60790_c0_g1_i2",4.663666683,-1.163959788,17.39519464,3.04e-05,0.000454344,"T1_vs_CTL","up"
"TRINITY_DN29511_c0_g1_i2",2.074622346,9.31583888,17.36350289,3.09e-05,0.000461036,"T1_vs_CTL","up"
"TRINITY_DN43725_c0_g1_i1",1.997452577,5.551935394,17.3555809,3.1e-05,0.000462549,"T1_vs_CTL","up"
"TRINITY_DN39963_c0_g1_i1",1.995723049,6.057183096,17.35070427,3.11e-05,0.000463324,"T1_vs_CTL","up"
"TRINITY_DN42160_c0_g1_i1",3.24821782,0.000573443,17.33574741,3.13e-05,0.000466527,"T1_vs_CTL","up"
"TRINITY_DN55870_c0_g1_i2",3.232507268,0.116004369,17.33423071,3.13e-05,0.000466527,"T1_vs_CTL","up"
"TRINITY_DN56223_c0_g1_i1",1.993545212,6.085808237,17.32125717,3.16e-05,0.000469306,"T1_vs_CTL","up"
"TRINITY_DN56254_c0_g1_i3",3.402465332,-0.214134709,17.29833272,3.19e-05,0.000474159,"T1_vs_CTL","up"
"TRINITY_DN52856_c0_g1_i2",2.648572884,1.206469336,17.28821784,3.21e-05,0.000475426,"T1_vs_CTL","up"
"TRINITY_DN16313_c0_g1_i1",2.071866118,3.782374136,17.28227801,3.22e-05,0.000476493,"T1_vs_CTL","up"
"TRINITY_DN63786_c1_g2_i1",2.490256543,1.6118998,17.26737031,3.25e-05,0.000479469,"T1_vs_CTL","up"
"TRINITY_DN66406_c0_g1_i1",4.140225641,-0.760687879,17.26603457,3.25e-05,0.000479469,"T1_vs_CTL","up"
"TRINITY_DN59187_c0_g1_i1",3.520066253,-0.429146359,17.26541641,3.25e-05,0.000479469,"T1_vs_CTL","up"
"TRINITY_DN58375_c0_g1_i1",1.985834334,5.754081268,17.25508096,3.27e-05,0.00048166,"T1_vs_CTL","up"
"TRINITY_DN51509_c0_g1_i1",2.018332185,4.614358872,17.23635889,3.3e-05,0.000486002,"T1_vs_CTL","up"
"TRINITY_DN41689_c0_g1_i1",3.33275203,-0.24445364,17.22316599,3.32e-05,0.000488529,"T1_vs_CTL","up"
"TRINITY_DN46720_c0_g1_i1",2.18359969,2.81454819,17.11968205,3.51e-05,0.000514526,"T1_vs_CTL","up"
"TRINITY_DN17718_c0_g1_i1",2.007166127,4.678976832,17.10408662,3.54e-05,0.000518315,"T1_vs_CTL","up"
"TRINITY_DN50030_c0_g1_i1",2.907324349,0.742093857,17.08883066,3.57e-05,0.000521582,"T1_vs_CTL","up"
"TRINITY_DN53568_c0_g1_i1",2.814189025,0.710960313,16.96934435,3.8e-05,0.000552563,"T1_vs_CTL","up"
"TRINITY_DN25952_c0_g1_i1",3.290508398,-0.033571861,16.94045518,3.86e-05,0.000560548,"T1_vs_CTL","up"
"TRINITY_DN47333_c0_g1_i1",2.807328496,0.759454564,16.85744097,4.03e-05,0.000583077,"T1_vs_CTL","up"
"TRINITY_DN51854_c0_g1_i1",2.984448763,0.48926688,16.85332469,4.04e-05,0.000583838,"T1_vs_CTL","up"
"TRINITY_DN58570_c0_g1_i2",1.976241874,5.117474569,16.83531351,4.08e-05,0.000588896,"T1_vs_CTL","up"
"TRINITY_DN52900_c0_g1_i3",2.023810204,3.808203592,16.8130975,4.12e-05,0.000594804,"T1_vs_CTL","up"
"TRINITY_DN65153_c1_g1_i2",3.939267476,-0.672346513,16.81007769,4.13e-05,0.000595239,"T1_vs_CTL","up"
"TRINITY_DN47927_c1_g1_i1",4.828614558,-1.443635651,16.80203658,4.15e-05,0.000597253,"T1_vs_CTL","up"
"TRINITY_DN55282_c0_g1_i3",2.574243083,1.350083742,16.77805927,4.2e-05,0.000603694,"T1_vs_CTL","up"
"TRINITY_DN51144_c0_g1_i2",2.413561876,2.023422102,16.76317338,4.23e-05,0.000606983,"T1_vs_CTL","up"
"TRINITY_DN54055_c1_g1_i3",2.375608201,1.969805214,16.76160694,4.24e-05,0.000606983,"T1_vs_CTL","up"
"TRINITY_DN65140_c2_g1_i2",2.342225957,2.680495328,16.74994545,4.26e-05,0.000610203,"T1_vs_CTL","up"
"TRINITY_DN49910_c1_g1_i2",1.953248757,5.92551196,16.73399485,4.3e-05,0.000613858,"T1_vs_CTL","up"
"TRINITY_DN64179_c1_g1_i1",5.776915815,-1.184774509,16.73375641,4.3e-05,0.000613858,"T1_vs_CTL","up"
"TRINITY_DN40978_c0_g1_i1",3.274779205,0.252122684,16.71484497,4.34e-05,0.000618356,"T1_vs_CTL","up"
"TRINITY_DN44643_c0_g1_i1",2.014125244,4.074384895,16.69001191,4.4e-05,0.00062551,"T1_vs_CTL","up"
"TRINITY_DN55870_c0_g1_i3",4.180615051,-1.150777162,16.67715032,4.43e-05,0.000628698,"T1_vs_CTL","up"
"TRINITY_DN53788_c0_g1_i1",2.776803258,0.702722659,16.63654148,4.53e-05,0.000640673,"T1_vs_CTL","up"
"TRINITY_DN37115_c0_g1_i1",2.953332355,0.939723664,16.60342487,4.61e-05,0.000649906,"T1_vs_CTL","up"
"TRINITY_DN25523_c0_g1_i1",1.953707572,5.328400431,16.55559925,4.72e-05,0.000665234,"T1_vs_CTL","up"
"TRINITY_DN60818_c0_g1_i18",1.991088067,4.349172369,16.54913058,4.74e-05,0.000666947,"T1_vs_CTL","up"
"TRINITY_DN52092_c0_g1_i1",1.951412071,6.934863438,16.5040772,4.85e-05,0.000681266,"T1_vs_CTL","up"
"TRINITY_DN21776_c0_g1_i1",2.363284433,2.048915737,16.4929058,4.88e-05,0.000684145,"T1_vs_CTL","up"
"TRINITY_DN46371_c0_g1_i1",2.224942435,2.61065824,16.49118165,4.89e-05,0.000684194,"T1_vs_CTL","up"
"TRINITY_DN38070_c0_g1_i3",2.686462847,0.648006682,16.48607744,4.9e-05,0.000685466,"T1_vs_CTL","up"
"TRINITY_DN48387_c0_g1_i1",1.966695325,7.636058066,16.43200378,5.04e-05,0.000702365,"T1_vs_CTL","up"
"TRINITY_DN39547_c0_g1_i1",1.992286208,4.175247512,16.40955261,5.1e-05,0.000709552,"T1_vs_CTL","up"
"TRINITY_DN52430_c1_g1_i2",2.151743388,2.866029896,16.39857162,5.13e-05,0.000712491,"T1_vs_CTL","up"
"TRINITY_DN54705_c0_g1_i1",2.491102637,1.307307236,16.26660552,5.5e-05,0.00076072,"T1_vs_CTL","up"
"TRINITY_DN24446_c0_g1_i1",2.064565757,3.181652221,16.22262958,5.63e-05,0.000774745,"T1_vs_CTL","up"
"TRINITY_DN43142_c0_g1_i1",1.934051225,5.139764793,16.19132739,5.73e-05,0.000787007,"T1_vs_CTL","up"
"TRINITY_DN61278_c2_g1_i1",1.994951212,3.493869481,16.18950319,5.73e-05,0.000787119,"T1_vs_CTL","up"
"TRINITY_DN64296_c1_g1_i1",1.960353628,4.379395776,16.14637606,5.86e-05,0.000802612,"T1_vs_CTL","up"
"TRINITY_DN61449_c0_g2_i1",3.735131106,-0.776699929,16.13472365,5.9e-05,0.000806246,"T1_vs_CTL","up"
"TRINITY_DN109033_c0_g1_i1",2.258445581,2.26860981,16.12429544,5.93e-05,0.000809376,"T1_vs_CTL","up"
"TRINITY_DN66026_c0_g1_i1",2.578373742,1.774575151,16.08271997,6.06e-05,0.000825323,"T1_vs_CTL","up"
"TRINITY_DN64798_c0_g1_i2",1.961687874,4.148283941,16.07047102,6.1e-05,0.000830004,"T1_vs_CTL","up"
"TRINITY_DN54085_c0_g1_i1",1.959984547,4.523653695,16.05463409,6.15e-05,0.000835618,"T1_vs_CTL","up"
"TRINITY_DN25257_c0_g1_i1",1.938656928,4.603756415,16.03182931,6.23e-05,0.000844745,"T1_vs_CTL","up"
"TRINITY_DN62921_c3_g1_i1",3.627550745,-0.316324032,16.02946232,6.24e-05,0.000844745,"T1_vs_CTL","up"
"TRINITY_DN54319_c0_g1_i1",2.043960674,3.171060056,16.01828494,6.27e-05,0.00084906,"T1_vs_CTL","up"
"TRINITY_DN60171_c0_g1_i2",2.090331811,2.899974285,16.01466802,6.29e-05,0.000849996,"T1_vs_CTL","up"
"TRINITY_DN54921_c0_g1_i1",4.667834587,-0.982486347,16.00763986,6.31e-05,0.000851789,"T1_vs_CTL","up"
"TRINITY_DN6665_c0_g1_i1",3.466771842,-0.05870089,16.00495097,6.32e-05,0.000852305,"T1_vs_CTL","up"
"TRINITY_DN64648_c1_g1_i1",1.925674466,5.019579305,15.97817216,6.41e-05,0.000863655,"T1_vs_CTL","up"
"TRINITY_DN60208_c1_g1_i2",2.724497915,1.407428046,15.97685835,6.41e-05,0.000863655,"T1_vs_CTL","up"
"TRINITY_DN54720_c0_g1_i1",2.151670122,2.686194335,15.95711651,6.48e-05,0.000870607,"T1_vs_CTL","up"
"TRINITY_DN63354_c0_g2_i1",2.488969829,1.32772371,15.94428644,6.52e-05,0.000875825,"T1_vs_CTL","up"
"TRINITY_DN50666_c0_g1_i3",5.676300677,-1.412924885,15.93784174,6.55e-05,0.000877524,"T1_vs_CTL","up"
"TRINITY_DN60764_c0_g1_i1",2.060451919,3.115052683,15.92593374,6.59e-05,0.000881692,"T1_vs_CTL","up"
"TRINITY_DN38194_c0_g1_i1",2.658734426,1.158621132,15.92558732,6.59e-05,0.000881692,"T1_vs_CTL","up"
"TRINITY_DN23744_c0_g1_i2",3.002260869,-0.185282867,15.91428663,6.63e-05,0.000885271,"T1_vs_CTL","up"
"TRINITY_DN58457_c1_g1_i1",1.929877857,7.364628391,15.90726369,6.65e-05,0.000886725,"T1_vs_CTL","up"
"TRINITY_DN5810_c0_g1_i1",2.53018252,1.324987156,15.87383827,6.77e-05,0.000901807,"T1_vs_CTL","up"
"TRINITY_DN42048_c0_g1_i1",5.675818374,-1.571915981,15.85898807,6.82e-05,0.000907531,"T1_vs_CTL","up"
"TRINITY_DN55743_c0_g1_i1",3.13997273,0.004206052,15.84597995,6.87e-05,0.000910833,"T1_vs_CTL","up"
"TRINITY_DN113352_c0_g1_i1",5.582730978,-0.768703911,15.84029185,6.89e-05,0.000912131,"T1_vs_CTL","up"
"TRINITY_DN59086_c0_g1_i1",1.910028367,6.083365086,15.82807576,6.94e-05,0.000917313,"T1_vs_CTL","up"
"TRINITY_DN28070_c0_g1_i1",2.083177302,3.017833128,15.78866952,7.08e-05,0.000935141,"T1_vs_CTL","up"
"TRINITY_DN34166_c0_g1_i2",4.588640089,-0.763585609,15.7783079,7.12e-05,0.000938696,"T1_vs_CTL","up"
"TRINITY_DN51914_c0_g1_i1",1.948230497,3.979999516,15.77426859,7.14e-05,0.000939323,"T1_vs_CTL","up"
"TRINITY_DN33566_c0_g1_i1",5.661557637,-1.323124675,15.77068146,7.15e-05,0.000940366,"T1_vs_CTL","up"
"TRINITY_DN4211_c0_g1_i1",2.590074146,1.656003397,15.75182874,7.22e-05,0.000948294,"T1_vs_CTL","up"
"TRINITY_DN53138_c2_g1_i1",3.533485287,-0.455646304,15.71920522,7.35e-05,0.000961988,"T1_vs_CTL","up"
"TRINITY_DN3255_c0_g1_i1",4.640208097,-1.10840619,15.71878187,7.35e-05,0.000961988,"T1_vs_CTL","up"
"TRINITY_DN63875_c0_g1_i1",1.998738683,3.473955148,15.71463389,7.37e-05,0.000963347,"T1_vs_CTL","up"
"TRINITY_DN33005_c1_g1_i1",3.465841218,-0.481875241,15.6636117,7.57e-05,0.000988144,"T1_vs_CTL","up"
"TRINITY_DN50306_c0_g1_i1",2.273323699,1.973440383,15.65804307,7.59e-05,0.000990285,"T1_vs_CTL","up"
"TRINITY_DN39032_c0_g1_i2",2.690256367,0.765248685,15.64039919,7.66e-05,0.000998411,"T1_vs_CTL","up"
"TRINITY_DN50295_c0_g1_i1",1.913723294,4.808675618,15.63255525,7.69e-05,0.001001381,"T1_vs_CTL","up"
"TRINITY_DN60620_c0_g2_i1",2.176114622,2.52241386,15.59899964,7.83e-05,0.001015361,"T1_vs_CTL","up"
"TRINITY_DN53716_c0_g1_i1",3.062911215,-0.384729081,15.57800703,7.92e-05,0.001021948,"T1_vs_CTL","up"
"TRINITY_DN48200_c0_g1_i2",1.965651032,3.451888553,15.57503997,7.93e-05,0.001021977,"T1_vs_CTL","up"
"TRINITY_DN48246_c0_g1_i1",2.718822958,0.481369424,15.5720316,7.94e-05,0.001022817,"T1_vs_CTL","up"
"TRINITY_DN136732_c0_g1_i1",1.926322309,8.201572359,15.56805453,7.96e-05,0.001024183,"T1_vs_CTL","up"
"TRINITY_DN37337_c0_g1_i2",1.940923048,3.779406675,15.56054989,7.99e-05,0.001027467,"T1_vs_CTL","up"
"TRINITY_DN57981_c0_g1_i1",1.910270887,4.510915718,15.54358768,8.06e-05,0.001033551,"T1_vs_CTL","up"
"TRINITY_DN61709_c16_g1_i1",3.699987963,-0.868574451,15.54188134,8.07e-05,0.001033693,"T1_vs_CTL","up"
"TRINITY_DN62850_c3_g1_i1",3.322290416,-0.242512028,15.51619817,8.18e-05,0.001044635,"T1_vs_CTL","up"
"TRINITY_DN58771_c0_g1_i2",1.924366253,4.46021906,15.49817325,8.26e-05,0.001052236,"T1_vs_CTL","up"
"TRINITY_DN42617_c0_g1_i2",3.44710347,-0.436153456,15.47083109,8.38e-05,0.001065946,"T1_vs_CTL","up"
"TRINITY_DN42360_c0_g1_i1",1.999386954,3.03323696,15.4608769,8.42e-05,0.001069948,"T1_vs_CTL","up"
"TRINITY_DN55039_c0_g1_i1",2.277505284,2.081325883,15.43950962,8.52e-05,0.001080474,"T1_vs_CTL","up"
"TRINITY_DN46774_c0_g1_i2",1.926084531,4.159835223,15.43392552,8.54e-05,0.001082032,"T1_vs_CTL","up"
"TRINITY_DN48381_c0_g1_i1",1.953948918,3.641821775,15.42801585,8.57e-05,0.001084154,"T1_vs_CTL","up"
"TRINITY_DN55229_c0_g1_i4",2.375551731,1.654132281,15.41959881,8.61e-05,0.001086977,"T1_vs_CTL","up"
"TRINITY_DN59932_c1_g1_i1",3.275676927,0.568996959,15.38306793,8.78e-05,0.00110736,"T1_vs_CTL","up"
"TRINITY_DN52422_c0_g1_i2",2.292711698,1.91634151,15.38002194,8.79e-05,0.001108311,"T1_vs_CTL","up"
"TRINITY_DN64908_c0_g1_i5",5.49848136,-0.65184895,15.3630155,8.87e-05,0.001115811,"T1_vs_CTL","up"
"TRINITY_DN42731_c0_g1_i1",2.372297215,1.560190734,15.35917734,8.89e-05,0.001117241,"T1_vs_CTL","up"
"TRINITY_DN41802_c0_g1_i1",4.591470017,-1.153997432,15.34543557,8.95e-05,0.001123093,"T1_vs_CTL","up"
"TRINITY_DN62800_c1_g1_i1",2.380174538,2.023532886,15.33150166,9.02e-05,0.001130333,"T1_vs_CTL","up"
"TRINITY_DN45125_c0_g1_i1",5.490524837,-0.507175068,15.32832817,9.04e-05,0.001130746,"T1_vs_CTL","up"
"TRINITY_DN60185_c0_g1_i1",1.910780515,4.384980578,15.30035952,9.17e-05,0.001144836,"T1_vs_CTL","up"
"TRINITY_DN61908_c0_g1_i2",2.07437943,2.7876039,15.29347048,9.2e-05,0.001148163,"T1_vs_CTL","up"
"TRINITY_DN32997_c0_g1_i1",2.610333722,1.061972353,15.28960045,9.22e-05,0.001149661,"T1_vs_CTL","up"
"TRINITY_DN64213_c1_g2_i1",2.150789048,2.611875762,15.27143737,9.31e-05,0.001159905,"T1_vs_CTL","up"
"TRINITY_DN32068_c0_g1_i1",1.909755422,4.329073704,15.24413028,9.45e-05,0.001175922,"T1_vs_CTL","up"
"TRINITY_DN3238_c1_g1_i1",5.560598269,-1.11874147,15.23763194,9.48e-05,0.001178298,"T1_vs_CTL","up"
"TRINITY_DN40925_c0_g1_i3",1.861962136,5.503897655,15.21865423,9.58e-05,0.001188838,"T1_vs_CTL","up"
"TRINITY_DN31009_c0_g1_i1",2.650107638,0.900385356,15.21734941,9.58e-05,0.001188838,"T1_vs_CTL","up"
"TRINITY_DN52757_c1_g1_i1",3.34680115,-0.61503839,15.21541364,9.59e-05,0.001188838,"T1_vs_CTL","up"
"TRINITY_DN44470_c0_g1_i1",2.522743366,1.507743762,15.19690645,9.69e-05,0.001199455,"T1_vs_CTL","up"
"TRINITY_DN56847_c0_g1_i1",2.164108139,2.263701539,15.17376363,9.81e-05,0.001212357,"T1_vs_CTL","up"
"TRINITY_DN39195_c0_g1_i1",2.792890164,0.407935709,15.17251753,9.81e-05,0.001212357,"T1_vs_CTL","up"
"TRINITY_DN29833_c0_g1_i1",3.760386596,-0.77882869,15.15400036,9.91e-05,0.001223402,"T1_vs_CTL","up"
"TRINITY_DN31960_c0_g1_i1",4.62897984,-1.43014402,15.14981559,9.93e-05,0.001225214,"T1_vs_CTL","up"
"TRINITY_DN50667_c0_g1_i2",1.866420422,5.20655004,15.1339939,0.000100144,0.001234614,"T1_vs_CTL","up"
"TRINITY_DN61770_c0_g1_i3",1.866631181,7.091142896,15.1231661,0.00010072,0.001239889,"T1_vs_CTL","up"
"TRINITY_DN52972_c0_g1_i1",1.892425921,4.251890171,15.10198905,0.000101856,0.001252955,"T1_vs_CTL","up"
"TRINITY_DN1531_c0_g1_i1",2.498094275,1.153095653,15.08740689,0.000102646,0.001261744,"T1_vs_CTL","up"
"TRINITY_DN57473_c1_g1_i1",1.852081317,6.328355346,15.08516291,0.000102768,0.001262318,"T1_vs_CTL","up"
"TRINITY_DN11864_c0_g1_i1",2.037465697,2.836428692,15.06878058,0.000103664,0.001272388,"T1_vs_CTL","up"
"TRINITY_DN25219_c0_g1_i1",3.42162489,-0.038584623,15.0343226,0.000105574,0.001291098,"T1_vs_CTL","up"
"TRINITY_DN27565_c0_g1_i1",2.389499779,1.221244519,15.03182959,0.000105713,0.00129186,"T1_vs_CTL","up"
"TRINITY_DN52073_c0_g1_i3",2.941425194,0.220913822,15.02691359,0.000105989,0.001294285,"T1_vs_CTL","up"
"TRINITY_DN46062_c0_g1_i1",2.242646043,1.833880831,14.98599272,0.000108312,0.001319769,"T1_vs_CTL","up"
"TRINITY_DN45525_c0_g1_i1",4.47507491,-0.689648955,14.98311661,0.000108477,0.001320258,"T1_vs_CTL","up"
"TRINITY_DN63273_c2_g5_i1",1.845921992,6.196467898,14.98254912,0.00010851,0.001320258,"T1_vs_CTL","up"
"TRINITY_DN46010_c0_g1_i1",1.912455619,3.824720826,14.95893272,0.000109877,0.001335915,"T1_vs_CTL","up"
"TRINITY_DN47927_c0_g1_i1",1.918590162,3.637831669,14.94848759,0.000110487,0.001342356,"T1_vs_CTL","up"
"TRINITY_DN123964_c0_g1_i1",3.304734862,0.708008796,14.94309324,0.000110803,0.001345223,"T1_vs_CTL","up"
"TRINITY_DN49665_c0_g1_i1",1.944562754,3.428405218,14.93797616,0.000111104,0.001347899,"T1_vs_CTL","up"
"TRINITY_DN63762_c1_g1_i1",1.914208595,3.691910823,14.91228544,0.000112627,0.00136243,"T1_vs_CTL","up"
"TRINITY_DN53960_c0_g1_i2",2.560504438,0.715981646,14.88693136,0.000114151,0.001377878,"T1_vs_CTL","up"
"TRINITY_DN57788_c0_g1_i1",1.856411294,4.840787005,14.88349113,0.000114359,0.001378754,"T1_vs_CTL","up"
"TRINITY_DN26942_c0_g1_i1",2.358243682,1.480893845,14.88301411,0.000114388,0.001378754,"T1_vs_CTL","up"
"TRINITY_DN65166_c2_g1_i7",1.891368211,3.905753489,14.86403682,0.000115545,0.001390693,"T1_vs_CTL","up"
"TRINITY_DN58352_c0_g1_i1",2.17497039,2.391808484,14.8153611,0.000118566,0.001422179,"T1_vs_CTL","up"
"TRINITY_DN59779_c1_g1_i3",4.397386685,-0.494170207,14.81504467,0.000118586,0.001422179,"T1_vs_CTL","up"
"TRINITY_DN56265_c0_g1_i1",1.896361205,4.055642923,14.79926077,0.000119582,0.00143208,"T1_vs_CTL","up"
"TRINITY_DN12690_c0_g1_i1",4.153503849,-1.120721099,14.79736868,0.000119702,0.001432493,"T1_vs_CTL","up"
"TRINITY_DN27808_c0_g1_i1",2.342550701,1.573270606,14.78259948,0.000120644,0.001441974,"T1_vs_CTL","up"
"TRINITY_DN108055_c0_g1_i1",5.494595472,-1.023011073,14.78223464,0.000120667,0.001441974,"T1_vs_CTL","up"
"TRINITY_DN54442_c0_g2_i1",3.523443301,-1.06949541,14.77902409,0.000120873,0.001443349,"T1_vs_CTL","up"
"TRINITY_DN50623_c0_g1_i2",2.414702398,1.296455451,14.77774816,0.000120954,0.001443349,"T1_vs_CTL","up"
"TRINITY_DN47153_c0_g1_i1",1.867832687,4.458235073,14.77069938,0.000121407,0.001447722,"T1_vs_CTL","up"
"TRINITY_DN47300_c0_g1_i1",1.831146041,5.715051082,14.76729451,0.000121627,0.001449152,"T1_vs_CTL","up"
"TRINITY_DN98287_c0_g1_i1",5.453870322,-0.971744685,14.75847158,0.000122197,0.001453501,"T1_vs_CTL","up"
"TRINITY_DN54211_c0_g1_i5",1.940046308,3.160286719,14.75782391,0.000122239,0.001453501,"T1_vs_CTL","up"
"TRINITY_DN51956_c0_g1_i1",2.439422499,0.950926807,14.75426741,0.00012247,0.001455212,"T1_vs_CTL","up"
